species,day,page views
Brown bear (Ursus arctos),03/09/2016,131
Brown bear (Ursus arctos),04/09/2016,100
Brown bear (Ursus arctos),05/09/2016,169
Brown bear (Ursus arctos),06/09/2016,425
Brown bear (Ursus arctos),07/09/2016,590
Brown bear (Ursus arctos),08/09/2016,374
Brown bear (Ursus arctos),09/09/2016,446
Brown bear (Ursus arctos),10/09/2016,356
Brown bear (Ursus arctos),11/09/2016,221
Brown bear (Ursus arctos),12/09/2016,669
Brown bear (Ursus arctos),13/09/2016,399
Brown bear (Ursus arctos),14/09/2016,241
Brown bear (Ursus arctos),15/09/2016,424
Brown bear (Ursus arctos),16/09/2016,223
Brown bear (Ursus arctos),17/09/2016,149
Brown bear (Ursus arctos),18/09/2016,115
Brown bear (Ursus arctos),19/09/2016,464
Brown bear (Ursus arctos),20/09/2016,693
Brown bear (Ursus arctos),21/09/2016,491
Brown bear (Ursus arctos),22/09/2016,561
Brown bear (Ursus arctos),23/09/2016,350
Brown bear (Ursus arctos),24/09/2016,461
Brown bear (Ursus arctos),25/09/2016,207
Brown bear (Ursus arctos),26/09/2016,544
Brown bear (Ursus arctos),27/09/2016,638
Brown bear (Ursus arctos),28/09/2016,261
Brown bear (Ursus arctos),29/09/2016,261
Brown bear (Ursus arctos),30/09/2016,232
Brown bear (Ursus arctos),01/10/2016,304
Brown bear (Ursus arctos),02/10/2016,273
Brown bear (Ursus arctos),03/10/2016,463
Brown bear (Ursus arctos),04/10/2016,411
Brown bear (Ursus arctos),05/10/2016,488
Brown bear (Ursus arctos),06/10/2016,450
Brown bear (Ursus arctos),07/10/2016,304
Brown bear (Ursus arctos),08/10/2016,386
Brown bear (Ursus arctos),09/10/2016,197
Brown bear (Ursus arctos),10/10/2016,354
Brown bear (Ursus arctos),11/10/2016,390
Brown bear (Ursus arctos),12/10/2016,1243
Brown bear (Ursus arctos),13/10/2016,1899
Brown bear (Ursus arctos),14/10/2016,1128
Brown bear (Ursus arctos),15/10/2016,61
Brown bear (Ursus arctos),16/10/2016,166
Brown bear (Ursus arctos),17/10/2016,810
Brown bear (Ursus arctos),18/10/2016,734
Brown bear (Ursus arctos),19/10/2016,431
Brown bear (Ursus arctos),20/10/2016,786
Brown bear (Ursus arctos),21/10/2016,485
Brown bear (Ursus arctos),22/10/2016,321
Brown bear (Ursus arctos),23/10/2016,66
Brown bear (Ursus arctos),24/10/2016,204
Brown bear (Ursus arctos),25/10/2016,596
Brown bear (Ursus arctos),26/10/2016,645
Brown bear (Ursus arctos),27/10/2016,474
Brown bear (Ursus arctos),28/10/2016,167
Brown bear (Ursus arctos),29/10/2016,227
Brown bear (Ursus arctos),30/10/2016,187
Brown bear (Ursus arctos),31/10/2016,392
Brown bear (Ursus arctos),01/11/2016,169
Brown bear (Ursus arctos),02/11/2016,678
Brown bear (Ursus arctos),03/11/2016,758
Brown bear (Ursus arctos),04/11/2016,1044
Brown bear (Ursus arctos),05/11/2016,156
Brown bear (Ursus arctos),06/11/2016,400
Brown bear (Ursus arctos),07/11/2016,605
Brown bear (Ursus arctos),08/11/2016,625
Brown bear (Ursus arctos),09/11/2016,730
Brown bear (Ursus arctos),10/11/2016,530
Brown bear (Ursus arctos),11/11/2016,254
Brown bear (Ursus arctos),12/11/2016,208
Brown bear (Ursus arctos),13/11/2016,76
Brown bear (Ursus arctos),14/11/2016,866
Brown bear (Ursus arctos),15/11/2016,368
Brown bear (Ursus arctos),16/11/2016,359
Brown bear (Ursus arctos),17/11/2016,650
Brown bear (Ursus arctos),18/11/2016,429
Brown bear (Ursus arctos),19/11/2016,332
Brown bear (Ursus arctos),20/11/2016,189
Brown bear (Ursus arctos),21/11/2016,486
Brown bear (Ursus arctos),22/11/2016,729
Brown bear (Ursus arctos),23/11/2016,681
Brown bear (Ursus arctos),24/11/2016,254
Brown bear (Ursus arctos),25/11/2016,274
Brown bear (Ursus arctos),26/11/2016,219
Brown bear (Ursus arctos),27/11/2016,120
Brown bear (Ursus arctos),28/11/2016,1939
Brown bear (Ursus arctos),29/11/2016,807
Brown bear (Ursus arctos),30/11/2016,651
Brown bear (Ursus arctos),01/12/2016,593
Brown bear (Ursus arctos),02/12/2016,1124
Brown bear (Ursus arctos),03/12/2016,200
Brown bear (Ursus arctos),04/12/2016,225
Brown bear (Ursus arctos),05/12/2016,371
Brown bear (Ursus arctos),06/12/2016,475
Brown bear (Ursus arctos),07/12/2016,489
Brown bear (Ursus arctos),08/12/2016,1046
Brown bear (Ursus arctos),09/12/2016,817
Brown bear (Ursus arctos),10/12/2016,164
Brown bear (Ursus arctos),11/12/2016,257
Brown bear (Ursus arctos),12/12/2016,593
Brown bear (Ursus arctos),13/12/2016,299
Brown bear (Ursus arctos),14/12/2016,710
Brown bear (Ursus arctos),15/12/2016,695
Brown bear (Ursus arctos),16/12/2016,648
Brown bear (Ursus arctos),17/12/2016,295
Brown bear (Ursus arctos),18/12/2016,208
Brown bear (Ursus arctos),19/12/2016,425
Brown bear (Ursus arctos),20/12/2016,524
Brown bear (Ursus arctos),21/12/2016,514
Brown bear (Ursus arctos),22/12/2016,255
Brown bear (Ursus arctos),23/12/2016,108
Brown bear (Ursus arctos),24/12/2016,114
Brown bear (Ursus arctos),25/12/2016,89
Brown bear (Ursus arctos),26/12/2016,136
Brown bear (Ursus arctos),27/12/2016,187
Brown bear (Ursus arctos),28/12/2016,307
Brown bear (Ursus arctos),29/12/2016,76
Brown bear (Ursus arctos),30/12/2016,366
Brown bear (Ursus arctos),31/12/2016,222
Brown noddy (Anous stolidus),01/01/2016,0
Brown noddy (Anous stolidus),02/01/2016,2
Brown noddy (Anous stolidus),03/01/2016,26
Brown noddy (Anous stolidus),04/01/2016,4
Brown noddy (Anous stolidus),05/01/2016,2
Brown noddy (Anous stolidus),06/01/2016,7
Brown noddy (Anous stolidus),07/01/2016,2
Brown noddy (Anous stolidus),08/01/2016,18
Brown noddy (Anous stolidus),09/01/2016,7
Brown noddy (Anous stolidus),10/01/2016,23
Brown noddy (Anous stolidus),11/01/2016,7
Brown noddy (Anous stolidus),12/01/2016,52
Brown noddy (Anous stolidus),13/01/2016,23
Brown noddy (Anous stolidus),14/01/2016,11
Brown noddy (Anous stolidus),15/01/2016,36
Brown noddy (Anous stolidus),16/01/2016,0
Brown noddy (Anous stolidus),17/01/2016,12
Brown noddy (Anous stolidus),18/01/2016,2
Brown noddy (Anous stolidus),19/01/2016,0
Brown noddy (Anous stolidus),20/01/2016,8
Brown noddy (Anous stolidus),21/01/2016,10
Brown noddy (Anous stolidus),22/01/2016,3
Brown noddy (Anous stolidus),23/01/2016,9
Brown noddy (Anous stolidus),24/01/2016,0
Brown noddy (Anous stolidus),25/01/2016,30
Brown noddy (Anous stolidus),26/01/2016,8
Brown noddy (Anous stolidus),27/01/2016,2
Brown noddy (Anous stolidus),28/01/2016,41
Brown noddy (Anous stolidus),29/01/2016,1
Brown noddy (Anous stolidus),30/01/2016,1
Brown noddy (Anous stolidus),31/01/2016,4
Brown noddy (Anous stolidus),01/02/2016,8
Brown noddy (Anous stolidus),02/02/2016,62
Brown noddy (Anous stolidus),03/02/2016,83
Brown noddy (Anous stolidus),04/02/2016,29
Brown noddy (Anous stolidus),05/02/2016,15
Brown noddy (Anous stolidus),06/02/2016,9
Brown noddy (Anous stolidus),07/02/2016,10
Brown noddy (Anous stolidus),08/02/2016,8
Brown noddy (Anous stolidus),09/02/2016,2
Brown noddy (Anous stolidus),10/02/2016,4
Brown noddy (Anous stolidus),11/02/2016,3
Brown noddy (Anous stolidus),12/02/2016,2
Brown noddy (Anous stolidus),13/02/2016,9
Brown noddy (Anous stolidus),14/02/2016,16
Brown noddy (Anous stolidus),15/02/2016,20
Brown noddy (Anous stolidus),16/02/2016,2
Brown noddy (Anous stolidus),17/02/2016,1
Brown noddy (Anous stolidus),18/02/2016,2
Brown noddy (Anous stolidus),19/02/2016,13
Brown noddy (Anous stolidus),20/02/2016,4
Brown noddy (Anous stolidus),21/02/2016,1
Brown noddy (Anous stolidus),22/02/2016,8
Brown noddy (Anous stolidus),23/02/2016,6
Brown noddy (Anous stolidus),24/02/2016,89
Brown noddy (Anous stolidus),25/02/2016,8
Brown noddy (Anous stolidus),26/02/2016,10
Brown noddy (Anous stolidus),27/02/2016,8
Brown noddy (Anous stolidus),28/02/2016,34
Brown noddy (Anous stolidus),29/02/2016,6
Brown noddy (Anous stolidus),01/03/2016,9
Brown noddy (Anous stolidus),02/03/2016,8
Brown noddy (Anous stolidus),03/03/2016,40
Brown noddy (Anous stolidus),04/03/2016,2
Brown noddy (Anous stolidus),05/03/2016,0
Brown noddy (Anous stolidus),06/03/2016,23
Brown noddy (Anous stolidus),07/03/2016,1
Brown noddy (Anous stolidus),08/03/2016,7
Brown noddy (Anous stolidus),09/03/2016,15
Brown noddy (Anous stolidus),10/03/2016,12
Brown noddy (Anous stolidus),11/03/2016,6
Brown noddy (Anous stolidus),12/03/2016,6
Brown noddy (Anous stolidus),13/03/2016,4
Brown noddy (Anous stolidus),14/03/2016,0
Brown noddy (Anous stolidus),15/03/2016,11
Brown noddy (Anous stolidus),16/03/2016,11
Brown noddy (Anous stolidus),17/03/2016,15
Brown noddy (Anous stolidus),18/03/2016,1
Brown noddy (Anous stolidus),19/03/2016,2
Brown noddy (Anous stolidus),20/03/2016,5
Brown noddy (Anous stolidus),21/03/2016,2
Brown noddy (Anous stolidus),22/03/2016,8
Brown noddy (Anous stolidus),23/03/2016,5
Brown noddy (Anous stolidus),24/03/2016,20
Brown noddy (Anous stolidus),25/03/2016,1
Brown noddy (Anous stolidus),26/03/2016,7
Brown noddy (Anous stolidus),27/03/2016,3
Brown noddy (Anous stolidus),28/03/2016,0
Brown noddy (Anous stolidus),29/03/2016,1
Brown noddy (Anous stolidus),30/03/2016,2
Brown noddy (Anous stolidus),31/03/2016,9
Brown noddy (Anous stolidus),01/04/2016,24
Brown noddy (Anous stolidus),02/04/2016,1
Brown noddy (Anous stolidus),03/04/2016,2
Brown noddy (Anous stolidus),04/04/2016,18
Brown noddy (Anous stolidus),05/04/2016,18
Brown noddy (Anous stolidus),06/04/2016,1
Brown noddy (Anous stolidus),07/04/2016,3
Brown noddy (Anous stolidus),08/04/2016,5
Brown noddy (Anous stolidus),09/04/2016,2
Brown noddy (Anous stolidus),10/04/2016,2
Brown noddy (Anous stolidus),11/04/2016,8
Brown noddy (Anous stolidus),12/04/2016,3
Brown noddy (Anous stolidus),13/04/2016,9
Brown noddy (Anous stolidus),14/04/2016,3
Brown noddy (Anous stolidus),15/04/2016,34
Brown noddy (Anous stolidus),16/04/2016,31
Brown noddy (Anous stolidus),17/04/2016,2
Brown noddy (Anous stolidus),18/04/2016,0
Brown noddy (Anous stolidus),19/04/2016,14
Brown noddy (Anous stolidus),20/04/2016,7
Brown noddy (Anous stolidus),21/04/2016,4
Brown noddy (Anous stolidus),22/04/2016,12
Brown noddy (Anous stolidus),23/04/2016,11
Brown noddy (Anous stolidus),24/04/2016,7
Brown noddy (Anous stolidus),25/04/2016,95
Brown noddy (Anous stolidus),26/04/2016,39
Brown noddy (Anous stolidus),27/04/2016,0
Brown noddy (Anous stolidus),28/04/2016,3
Brown noddy (Anous stolidus),29/04/2016,16
Brown noddy (Anous stolidus),30/04/2016,25
Brown noddy (Anous stolidus),01/05/2016,7
Brown noddy (Anous stolidus),02/05/2016,2
Brown noddy (Anous stolidus),03/05/2016,6
Brown noddy (Anous stolidus),04/05/2016,44
Brown noddy (Anous stolidus),05/05/2016,5
Brown noddy (Anous stolidus),06/05/2016,6
Brown noddy (Anous stolidus),07/05/2016,5
Brown noddy (Anous stolidus),08/05/2016,0
Brown noddy (Anous stolidus),09/05/2016,28
Brown noddy (Anous stolidus),10/05/2016,5
Brown noddy (Anous stolidus),11/05/2016,5
Brown noddy (Anous stolidus),12/05/2016,4
Brown noddy (Anous stolidus),13/05/2016,36
Brown noddy (Anous stolidus),14/05/2016,3
Brown noddy (Anous stolidus),15/05/2016,9
Brown noddy (Anous stolidus),16/05/2016,7
Brown noddy (Anous stolidus),17/05/2016,5
Brown noddy (Anous stolidus),18/05/2016,6
Brown noddy (Anous stolidus),19/05/2016,9
Brown noddy (Anous stolidus),20/05/2016,2
Brown noddy (Anous stolidus),21/05/2016,7
Brown noddy (Anous stolidus),22/05/2016,1
Brown noddy (Anous stolidus),23/05/2016,9
Brown noddy (Anous stolidus),24/05/2016,18
Brown noddy (Anous stolidus),25/05/2016,0
Brown noddy (Anous stolidus),26/05/2016,4
Brown noddy (Anous stolidus),27/05/2016,6
Brown noddy (Anous stolidus),28/05/2016,2
Brown noddy (Anous stolidus),29/05/2016,0
Brown noddy (Anous stolidus),30/05/2016,3
Brown noddy (Anous stolidus),31/05/2016,11
Brown noddy (Anous stolidus),01/06/2016,19
Brown noddy (Anous stolidus),02/06/2016,9
Brown noddy (Anous stolidus),03/06/2016,2
Brown noddy (Anous stolidus),04/06/2016,15
Brown noddy (Anous stolidus),05/06/2016,11
Brown noddy (Anous stolidus),06/06/2016,4
Brown noddy (Anous stolidus),07/06/2016,7
Brown noddy (Anous stolidus),08/06/2016,1
Brown noddy (Anous stolidus),09/06/2016,2
Brown noddy (Anous stolidus),10/06/2016,91
Brown noddy (Anous stolidus),11/06/2016,18
Brown noddy (Anous stolidus),12/06/2016,1
Brown noddy (Anous stolidus),13/06/2016,2
Brown noddy (Anous stolidus),14/06/2016,3
Brown noddy (Anous stolidus),15/06/2016,0
Brown noddy (Anous stolidus),16/06/2016,39
Brown noddy (Anous stolidus),17/06/2016,12
Brown noddy (Anous stolidus),18/06/2016,2
Brown noddy (Anous stolidus),19/06/2016,10
Brown noddy (Anous stolidus),20/06/2016,2
Brown noddy (Anous stolidus),21/06/2016,1
Brown noddy (Anous stolidus),22/06/2016,6
Brown noddy (Anous stolidus),23/06/2016,4
Brown noddy (Anous stolidus),24/06/2016,0
Brown noddy (Anous stolidus),25/06/2016,3
Brown noddy (Anous stolidus),26/06/2016,2
Brown noddy (Anous stolidus),27/06/2016,0
Brown noddy (Anous stolidus),28/06/2016,2
Brown noddy (Anous stolidus),29/06/2016,14
Brown noddy (Anous stolidus),30/06/2016,22
Brown noddy (Anous stolidus),01/07/2016,1
Brown noddy (Anous stolidus),02/07/2016,1
Brown noddy (Anous stolidus),03/07/2016,7
Brown noddy (Anous stolidus),04/07/2016,7
Brown noddy (Anous stolidus),05/07/2016,2
Brown noddy (Anous stolidus),06/07/2016,0
Brown noddy (Anous stolidus),07/07/2016,38
Brown noddy (Anous stolidus),08/07/2016,4
Brown noddy (Anous stolidus),09/07/2016,2
Brown noddy (Anous stolidus),10/07/2016,3
Brown noddy (Anous stolidus),11/07/2016,41
Brown noddy (Anous stolidus),12/07/2016,3
Brown noddy (Anous stolidus),13/07/2016,28
Brown noddy (Anous stolidus),14/07/2016,8
Brown noddy (Anous stolidus),15/07/2016,1
Brown noddy (Anous stolidus),16/07/2016,0
Brown noddy (Anous stolidus),17/07/2016,1
Brown noddy (Anous stolidus),18/07/2016,4
Brown noddy (Anous stolidus),19/07/2016,2
Brown noddy (Anous stolidus),20/07/2016,10
Brown noddy (Anous stolidus),21/07/2016,8
Brown noddy (Anous stolidus),22/07/2016,28
Brown noddy (Anous stolidus),23/07/2016,3
Brown noddy (Anous stolidus),24/07/2016,1
Brown noddy (Anous stolidus),25/07/2016,8
Brown noddy (Anous stolidus),26/07/2016,28
Brown noddy (Anous stolidus),27/07/2016,1
Brown noddy (Anous stolidus),28/07/2016,10
Brown noddy (Anous stolidus),29/07/2016,6
Brown noddy (Anous stolidus),30/07/2016,3
Brown noddy (Anous stolidus),31/07/2016,1
Brown noddy (Anous stolidus),01/08/2016,7
Brown noddy (Anous stolidus),02/08/2016,1
Brown noddy (Anous stolidus),03/08/2016,0
Brown noddy (Anous stolidus),04/08/2016,2
Brown noddy (Anous stolidus),05/08/2016,1
Brown noddy (Anous stolidus),06/08/2016,1
Brown noddy (Anous stolidus),07/08/2016,4
Brown noddy (Anous stolidus),08/08/2016,2
Brown noddy (Anous stolidus),09/08/2016,2
Brown noddy (Anous stolidus),10/08/2016,0
Brown noddy (Anous stolidus),11/08/2016,2
Brown noddy (Anous stolidus),12/08/2016,16
Brown noddy (Anous stolidus),13/08/2016,4
Brown noddy (Anous stolidus),14/08/2016,2
Brown noddy (Anous stolidus),15/08/2016,5
Brown noddy (Anous stolidus),16/08/2016,8
Brown noddy (Anous stolidus),17/08/2016,3
Brown noddy (Anous stolidus),18/08/2016,0
Brown noddy (Anous stolidus),19/08/2016,3
Brown noddy (Anous stolidus),20/08/2016,5
Brown noddy (Anous stolidus),21/08/2016,13
Brown noddy (Anous stolidus),22/08/2016,1
Brown noddy (Anous stolidus),23/08/2016,1
Brown noddy (Anous stolidus),24/08/2016,3
Brown noddy (Anous stolidus),25/08/2016,30
Brown noddy (Anous stolidus),26/08/2016,0
Brown noddy (Anous stolidus),27/08/2016,5
Brown noddy (Anous stolidus),28/08/2016,4
Brown noddy (Anous stolidus),29/08/2016,4
Brown noddy (Anous stolidus),30/08/2016,4
Brown noddy (Anous stolidus),31/08/2016,6
Brown noddy (Anous stolidus),01/09/2016,2
Brown noddy (Anous stolidus),02/09/2016,5
Brown noddy (Anous stolidus),03/09/2016,2
Brown noddy (Anous stolidus),04/09/2016,5
Brown noddy (Anous stolidus),05/09/2016,39
Brown noddy (Anous stolidus),06/09/2016,22
Brown noddy (Anous stolidus),07/09/2016,7
Brown noddy (Anous stolidus),08/09/2016,2
Brown noddy (Anous stolidus),09/09/2016,2
Brown noddy (Anous stolidus),10/09/2016,13
Brown noddy (Anous stolidus),11/09/2016,3
Brown noddy (Anous stolidus),12/09/2016,22
Brown noddy (Anous stolidus),13/09/2016,1
Brown noddy (Anous stolidus),14/09/2016,2
Brown noddy (Anous stolidus),15/09/2016,36
Brown noddy (Anous stolidus),16/09/2016,26
Brown noddy (Anous stolidus),17/09/2016,6
Brown noddy (Anous stolidus),18/09/2016,3
Brown noddy (Anous stolidus),19/09/2016,8
Brown noddy (Anous stolidus),20/09/2016,5
Brown noddy (Anous stolidus),21/09/2016,11
Brown noddy (Anous stolidus),22/09/2016,41
Brown noddy (Anous stolidus),23/09/2016,4
Brown noddy (Anous stolidus),24/09/2016,6
Brown noddy (Anous stolidus),25/09/2016,1
Brown noddy (Anous stolidus),26/09/2016,1
Brown noddy (Anous stolidus),27/09/2016,2
Brown noddy (Anous stolidus),28/09/2016,0
Brown noddy (Anous stolidus),29/09/2016,3
Brown noddy (Anous stolidus),30/09/2016,1
Brown noddy (Anous stolidus),01/10/2016,4
Brown noddy (Anous stolidus),02/10/2016,37
Brown noddy (Anous stolidus),03/10/2016,3
Brown noddy (Anous stolidus),04/10/2016,0
Brown noddy (Anous stolidus),05/10/2016,3
Brown noddy (Anous stolidus),06/10/2016,8
Brown noddy (Anous stolidus),07/10/2016,12
Brown noddy (Anous stolidus),08/10/2016,2
Brown noddy (Anous stolidus),09/10/2016,2
Brown noddy (Anous stolidus),10/10/2016,11
Brown noddy (Anous stolidus),11/10/2016,2
Brown noddy (Anous stolidus),12/10/2016,9
Brown noddy (Anous stolidus),13/10/2016,12
Brown noddy (Anous stolidus),14/10/2016,1
Brown noddy (Anous stolidus),15/10/2016,2
Brown noddy (Anous stolidus),16/10/2016,8
Brown noddy (Anous stolidus),17/10/2016,12
Brown noddy (Anous stolidus),18/10/2016,1
Brown noddy (Anous stolidus),19/10/2016,3
Brown noddy (Anous stolidus),20/10/2016,3
Brown noddy (Anous stolidus),21/10/2016,5
Brown noddy (Anous stolidus),22/10/2016,2
Brown noddy (Anous stolidus),23/10/2016,3
Brown noddy (Anous stolidus),24/10/2016,1
Brown noddy (Anous stolidus),25/10/2016,3
Brown noddy (Anous stolidus),26/10/2016,11
Brown noddy (Anous stolidus),27/10/2016,0
Brown noddy (Anous stolidus),28/10/2016,2
Brown noddy (Anous stolidus),29/10/2016,5
Brown noddy (Anous stolidus),30/10/2016,2
Brown noddy (Anous stolidus),31/10/2016,3
Brown noddy (Anous stolidus),01/11/2016,8
Brown noddy (Anous stolidus),02/11/2016,8
Brown noddy (Anous stolidus),03/11/2016,20
Brown noddy (Anous stolidus),04/11/2016,13
Brown noddy (Anous stolidus),05/11/2016,8
Brown noddy (Anous stolidus),06/11/2016,8
Brown noddy (Anous stolidus),07/11/2016,8
Brown noddy (Anous stolidus),08/11/2016,37
Brown noddy (Anous stolidus),09/11/2016,4
Brown noddy (Anous stolidus),10/11/2016,2
Brown noddy (Anous stolidus),11/11/2016,2
Brown noddy (Anous stolidus),12/11/2016,11
Brown noddy (Anous stolidus),13/11/2016,7
Brown noddy (Anous stolidus),14/11/2016,3
Brown noddy (Anous stolidus),15/11/2016,0
Brown noddy (Anous stolidus),16/11/2016,7
Brown noddy (Anous stolidus),17/11/2016,5
Brown noddy (Anous stolidus),18/11/2016,5
Brown noddy (Anous stolidus),19/11/2016,1
Brown noddy (Anous stolidus),20/11/2016,6
Brown noddy (Anous stolidus),21/11/2016,8
Brown noddy (Anous stolidus),22/11/2016,0
Brown noddy (Anous stolidus),23/11/2016,87
Brown noddy (Anous stolidus),24/11/2016,4
Brown noddy (Anous stolidus),25/11/2016,1
Brown noddy (Anous stolidus),26/11/2016,5
Brown noddy (Anous stolidus),27/11/2016,9
Brown noddy (Anous stolidus),28/11/2016,2
Brown noddy (Anous stolidus),29/11/2016,30
Brown noddy (Anous stolidus),30/11/2016,9
Brown noddy (Anous stolidus),01/12/2016,9
Brown noddy (Anous stolidus),02/12/2016,10
Brown noddy (Anous stolidus),03/12/2016,4
Brown noddy (Anous stolidus),04/12/2016,4
Brown noddy (Anous stolidus),05/12/2016,9
Brown noddy (Anous stolidus),06/12/2016,55
Brown noddy (Anous stolidus),07/12/2016,7
Brown noddy (Anous stolidus),08/12/2016,4
Brown noddy (Anous stolidus),09/12/2016,2
Brown noddy (Anous stolidus),10/12/2016,23
Brown noddy (Anous stolidus),11/12/2016,68
Brown noddy (Anous stolidus),12/12/2016,5
Brown noddy (Anous stolidus),13/12/2016,4
Brown noddy (Anous stolidus),14/12/2016,12
Brown noddy (Anous stolidus),15/12/2016,2
Brown noddy (Anous stolidus),16/12/2016,4
Brown noddy (Anous stolidus),17/12/2016,3
Brown noddy (Anous stolidus),18/12/2016,5
Brown noddy (Anous stolidus),19/12/2016,23
Brown noddy (Anous stolidus),20/12/2016,4
Brown noddy (Anous stolidus),21/12/2016,2
Brown noddy (Anous stolidus),22/12/2016,1
Brown noddy (Anous stolidus),23/12/2016,4
Brown noddy (Anous stolidus),24/12/2016,2
Brown noddy (Anous stolidus),25/12/2016,1
Brown noddy (Anous stolidus),26/12/2016,3
Brown noddy (Anous stolidus),27/12/2016,0
Brown noddy (Anous stolidus),28/12/2016,5
Brown noddy (Anous stolidus),29/12/2016,0
Brown noddy (Anous stolidus),30/12/2016,1
Brown noddy (Anous stolidus),31/12/2016,6
Brown skua (Stercorarius lonnbergi),01/01/2016,0
Brown skua (Stercorarius lonnbergi),02/01/2016,9
Brown skua (Stercorarius lonnbergi),03/01/2016,0
Brown skua (Stercorarius lonnbergi),04/01/2016,0
Brown skua (Stercorarius lonnbergi),05/01/2016,0
Brown skua (Stercorarius lonnbergi),06/01/2016,0
Brown skua (Stercorarius lonnbergi),07/01/2016,9
Brown skua (Stercorarius lonnbergi),08/01/2016,0
Brown skua (Stercorarius lonnbergi),09/01/2016,0
Brown skua (Stercorarius lonnbergi),10/01/2016,3
Brown skua (Stercorarius lonnbergi),11/01/2016,1
Brown skua (Stercorarius lonnbergi),12/01/2016,1
Brown skua (Stercorarius lonnbergi),13/01/2016,2
Brown skua (Stercorarius lonnbergi),14/01/2016,2
Brown skua (Stercorarius lonnbergi),15/01/2016,1
Brown skua (Stercorarius lonnbergi),16/01/2016,0
Brown skua (Stercorarius lonnbergi),17/01/2016,6
Brown skua (Stercorarius lonnbergi),18/01/2016,0
Brown skua (Stercorarius lonnbergi),19/01/2016,2
Brown skua (Stercorarius lonnbergi),20/01/2016,2
Brown skua (Stercorarius lonnbergi),21/01/2016,0
Brown skua (Stercorarius lonnbergi),22/01/2016,3
Brown skua (Stercorarius lonnbergi),23/01/2016,5
Brown skua (Stercorarius lonnbergi),24/01/2016,1
Brown skua (Stercorarius lonnbergi),25/01/2016,0
Brown skua (Stercorarius lonnbergi),26/01/2016,1
Brown skua (Stercorarius lonnbergi),27/01/2016,3
Brown skua (Stercorarius lonnbergi),28/01/2016,0
Brown skua (Stercorarius lonnbergi),29/01/2016,0
Brown skua (Stercorarius lonnbergi),30/01/2016,2
Brown skua (Stercorarius lonnbergi),31/01/2016,0
Brown skua (Stercorarius lonnbergi),01/02/2016,2
Brown skua (Stercorarius lonnbergi),02/02/2016,0
Brown skua (Stercorarius lonnbergi),03/02/2016,1
Brown skua (Stercorarius lonnbergi),04/02/2016,6
Brown skua (Stercorarius lonnbergi),05/02/2016,1
Brown skua (Stercorarius lonnbergi),06/02/2016,0
Brown skua (Stercorarius lonnbergi),07/02/2016,4
Brown skua (Stercorarius lonnbergi),08/02/2016,1
Brown skua (Stercorarius lonnbergi),09/02/2016,2
Brown skua (Stercorarius lonnbergi),10/02/2016,1
Brown skua (Stercorarius lonnbergi),11/02/2016,0
Brown skua (Stercorarius lonnbergi),12/02/2016,0
Brown skua (Stercorarius lonnbergi),13/02/2016,3
Brown skua (Stercorarius lonnbergi),14/02/2016,1
Brown skua (Stercorarius lonnbergi),15/02/2016,0
Brown skua (Stercorarius lonnbergi),16/02/2016,1
Brown skua (Stercorarius lonnbergi),17/02/2016,1
Brown skua (Stercorarius lonnbergi),18/02/2016,0
Brown skua (Stercorarius lonnbergi),19/02/2016,0
Brown skua (Stercorarius lonnbergi),20/02/2016,4
Brown skua (Stercorarius lonnbergi),21/02/2016,0
Brown skua (Stercorarius lonnbergi),22/02/2016,0
Brown skua (Stercorarius lonnbergi),23/02/2016,1
Brown skua (Stercorarius lonnbergi),24/02/2016,0
Brown skua (Stercorarius lonnbergi),25/02/2016,0
Brown skua (Stercorarius lonnbergi),26/02/2016,2
Brown skua (Stercorarius lonnbergi),27/02/2016,0
Brown skua (Stercorarius lonnbergi),28/02/2016,4
Brown skua (Stercorarius lonnbergi),29/02/2016,2
Brown skua (Stercorarius lonnbergi),01/03/2016,1
Brown skua (Stercorarius lonnbergi),02/03/2016,0
Brown skua (Stercorarius lonnbergi),03/03/2016,2
Brown skua (Stercorarius lonnbergi),04/03/2016,3
Brown skua (Stercorarius lonnbergi),05/03/2016,2
Brown skua (Stercorarius lonnbergi),06/03/2016,1
Brown skua (Stercorarius lonnbergi),07/03/2016,0
Brown skua (Stercorarius lonnbergi),08/03/2016,0
Brown skua (Stercorarius lonnbergi),09/03/2016,2
Brown skua (Stercorarius lonnbergi),10/03/2016,5
Brown skua (Stercorarius lonnbergi),11/03/2016,2
Brown skua (Stercorarius lonnbergi),12/03/2016,4
Brown skua (Stercorarius lonnbergi),13/03/2016,0
Brown skua (Stercorarius lonnbergi),14/03/2016,0
Brown skua (Stercorarius lonnbergi),15/03/2016,2
Brown skua (Stercorarius lonnbergi),16/03/2016,0
Brown skua (Stercorarius lonnbergi),17/03/2016,2
Brown skua (Stercorarius lonnbergi),18/03/2016,0
Brown skua (Stercorarius lonnbergi),19/03/2016,0
Brown skua (Stercorarius lonnbergi),20/03/2016,0
Brown skua (Stercorarius lonnbergi),21/03/2016,2
Brown skua (Stercorarius lonnbergi),22/03/2016,1
Brown skua (Stercorarius lonnbergi),23/03/2016,10
Brown skua (Stercorarius lonnbergi),24/03/2016,2
Brown skua (Stercorarius lonnbergi),25/03/2016,0
Brown skua (Stercorarius lonnbergi),26/03/2016,6
Brown skua (Stercorarius lonnbergi),27/03/2016,2
